site_id,run_id,ts_iso,req_id,session_id,provider,caption,top1_id,top1_score,top2_id,top2_score,margin,gt_node_id,hit_top1,hit_top2,hit_hop1,low_conf,low_conf_rule,client_start_ms,server_recv_ms,server_resp_ms
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755542969569,2025-08-18T18:49:36.485492,2b62de57-c3fe-41ff-937d-3f96cf75603c,T06,ft,there is a large flat screen tv sitting on a desk,tv screen,0.746847,large TV screen near entry,0.708928,0.037919,,,,,true,margin<0.08,1755542975135,1755542975378,1755542976485
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755542969569,2025-08-18T18:49:45.845707,31190f64-d4e8-40b9-a80e-b0cfc2a38d97,T06,ft,"there is a room with a refrigerator, chair, and a table",chair,0.463968,couch,0.443898,0.020070,,,,,true,margin<0.08,1755542984270,1755542984569,1755542985845
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755542969569,2025-08-18T18:49:53.167714,9b287539-1d61-4b14-85c1-3437268d336e,T06,ft,there is a green chair in front of a large window,large glass window ahead with sunlight,0.568245,node_mid_studio,0.559665,0.008581,,,,,true,margin<0.08,1755542991968,1755542992188,1755542993167
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755542969569,2025-08-18T18:50:04.242828,eb5c6a2b-4d27-49b9-b501-cda5a14f2da5,T06,ft,brightly colored chairs and tables in a large open space with a white table,poi_orange_sofa_chair,0.501466,poi_orange_sofa,0.495110,0.006356,,,,,true,margin<0.08,1755543002835,1755543003006,1755543004242
SCENE_B_STUDIO,WARMUP,2025-08-18T18:55:33.011958,9936fd3b-d7be-4b4a-bd21-cedcef55e31c,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755543327426,1755543327637,1755543333011
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543333025,2025-08-18T18:55:35.168889,ded81b7f-676e-44a7-a235-8f0a7481d5d3,T06,ft,there is a desk with a chair and a tv in the room,tv screen,0.525760,chair,0.481295,0.044465,,,,,true,margin<0.08,1755543333376,1755543333582,1755543335168
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543333025,2025-08-18T18:55:45.836248,b74b9207-1be5-499f-a886-6f46b54e7638,T06,ft,there is a desk with a computer and a monitor on it,dp_studio_entry,0.487234,display,0.440067,0.047167,,,,,true,margin<0.08,1755543344321,1755543344717,1755543345836
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543333025,2025-08-18T18:55:55.597878,d194ca75-a1b3-4878-ad6b-d4b17b1544ef,T06,ft,there are many chairs and a couch in a room,couch,0.705152,poi_orange_sofa,0.627836,0.077316,,,,,true,margin<0.08,1755543353962,1755543354268,1755543355597
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543333025,2025-08-18T18:56:14.980375,3f40c68d-74e2-4bc8-9893-5ac948f99240,T06,ft,brightly colored chairs and tables in a room with a large window,large glass window ahead with sunlight,0.548896,glass window,0.529284,0.019613,,,,,true,margin<0.08,1755543373626,1755543373823,1755543374980
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543333025,2025-08-18T18:56:22.931554,6374955d-0adb-48fe-8d20-9b0b67f69a9c,T06,ft,there is a refrigerator and a printer in a room with many boxes,plastic boxes,0.461230,storage shelves with plastic boxes,0.448323,0.012906,,,,,true,margin<0.08,1755543380983,1755543381173,1755543382931
SCENE_B_STUDIO,WARMUP,2025-08-18T19:03:43.410787,fb3ec096-c658-473d-9929-4421b8a512b2,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755543817566,1755543818026,1755543823410
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543823408,2025-08-18T19:03:46.391529,ae85f2f8-9592-42b4-b545-d9672ae89a8a,T06,ft,"there is a room with a tv, a chair, and a refrigerator",couch,0.495678,chair,0.419691,0.075987,,,,,true,margin<0.08,1755543825056,1755543825323,1755543826391
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543823408,2025-08-18T19:03:56.939813,7723a870-9ffe-4794-b29a-d9aa9492400e,T06,ft,"there is a room with a refrigerator, printer, and other items",storage shelves,0.477872,couch,0.409263,0.068610,,,,,true,margin<0.08,1755543835636,1755543835872,1755543836939
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755543823408,2025-08-18T19:04:07.526381,ccfa2c89-7041-4338-b275-95b3b6097853,T06,ft,there is a couch and a chair in a room with a large window,couch,0.635637,node_window_glass,0.576310,0.059327,,,,,true,margin<0.08,1755543846130,1755543846336,1755543847526
SCENE_A_MS,WARMUP,2025-08-18T19:23:09.005478,b2524191-1b4f-459b-a7b7-b86eb1826a0f,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755544987689,1755544987881,1755544989005
SCENE_A_MS,FT-SCENE_A_MS-1755544988997,2025-08-18T19:23:13.964519,290c2b76-65d4-44c6-b77c-59093e847c7a,T06,ft,there is a table with a printer and boxes on it,poi_3d_printer_table,0.740646,cardboard boxes,0.551050,0.189596,,,,,false,,1755544992225,1755544992613,1755544993964
SCENE_A_MS,FT-SCENE_A_MS-1755544988997,2025-08-18T19:23:22.529642,fbe4d692-b467-4c60-bf5e-27fe47c8d892,T06,ft,there is a table with a printer and other items on it,poi_3d_printer_table,0.726642,drawer wall,0.388474,0.338168,,,,,false,,1755545001239,1755545001499,1755545002529
SCENE_A_MS,FT-SCENE_A_MS-1755544988997,2025-08-18T19:23:29.757187,d5f76710-d47e-4220-9456-03855ebb4163,T06,ft,there are many machines that are sitting on the table,poi_3d_printer_table,0.497069,boxes on floor,0.338252,0.158817,,,,,false,,1755545008512,1755545008699,1755545009757
SCENE_B_STUDIO,WARMUP,2025-08-18T19:24:00.213022,62ae1005-c4ac-4696-a53e-ec0dc8c5862c,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755545038945,1755545039135,1755545040213
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:24:07.830235,d4850387-efaf-4fa0-bf49-18a0dad130fd,T06,ft,there is a desk with a laptop and a monitor on it,dp_studio_entry,0.472291,display,0.418008,0.054282,,,,,true,margin<0.08,1755545046476,1755545046674,1755545047830
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:24:33.940488,c7110598-0308-4ec8-8a9b-69dc9c9924cd,T06,ft,"there is a room with a desk, chair, and a computer",node_mid_studio,0.495797,couch,0.493162,0.002635,,,,,true,margin<0.08,1755545072334,1755545072618,1755545073940
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:25:03.976894,04a44250-15e0-41f1-b683-ac19755e0aab,T06,ft,there is a large flat screen tv sitting on a desk,tv screen,0.746847,large TV screen near entry,0.708928,0.037919,,,,,true,margin<0.08,1755545102387,1755545102660,1755545103976
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:26:27.731794,cc324273-7d7d-452a-a391-0e7f8d9ca0ad,T06,ft,there are many chairs and tables in a room with a laptop,chair,0.466404,poi_orange_sofa_chair,0.443734,0.022670,,,,,true,margin<0.08,1755545183737,1755545184183,1755545187724
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:26:37.002677,365980d3-33d9-48bb-9515-177c36e583d5,T06,ft,there are many different colored chairs and couches in a room,poi_orange_sofa,0.664846,orange sofa seating on the left,0.628547,0.036298,,,,,true,margin<0.08,1755545195371,1755545195722,1755545197002
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:26:48.476394,763019fe-17d9-4ec9-ab3e-eca46c4c56eb,T06,ft,"there is a room with a refrigerator, printer, and other items",storage shelves,0.477872,couch,0.409263,0.068610,,,,,true,margin<0.08,1755545207214,1755545207413,1755545208476
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755545040194,2025-08-18T19:26:58.375418,1676a916-0dfa-45f4-b12a-2630ab183252,T06,ft,"there is a room with a couch, chair, and a laptop on it",couch,0.670451,chair next to the orange sofa,0.537727,0.132723,,,,,false,,1755545217021,1755545217206,1755545218375
SCENE_A_MS,WARMUP,2025-08-18T19:27:16.442688,b4aa3bc9-051d-46db-a10b-65c45cf55875,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755545235226,1755545235437,1755545236442
SCENE_A_MS,FT-SCENE_A_MS-1755545236424,2025-08-18T19:27:22.453309,69f1246c-9e34-480d-9f5f-89158175dac1,T06,ft,there are two chairs and a desk in a room,drawer wall,0.367820,boxes on floor,0.326937,0.040883,,,,,true,score<0.45,1755545241254,1755545241440,1755545242453
SCENE_A_MS,FT-SCENE_A_MS-1755545236424,2025-08-18T19:27:31.121380,f5a11510-3929-46e5-ad47-4a84fd37fad7,T06,ft,there is a black machine with a red handle on a table,poi_3d_printer_table,0.428519,qr bookshelf,0.271313,0.157206,,,,,true,score<0.45,1755545249861,1755545250054,1755545251121
SCENE_A_MS,FT-SCENE_A_MS-1755545236424,2025-08-18T19:27:38.400125,c15b3cfc-257e-4f0c-b0ae-3853cb7d1e88,T06,ft,there are three machines that are sitting on a counter,poi_3d_printer_table,0.328955,boxes on floor,0.325447,0.003508,,,,,true,score<0.45,1755545256980,1755545257326,1755545258400
SCENE_A_MS,FT-SCENE_A_MS-1755545236424,2025-08-18T19:27:47.988785,c0b95b7b-e4e3-415f-8c31-200496acce29,T06,ft,"there is a room with a desk, printer, and other equipment",poi_3d_printer_table,0.440223,drawer wall,0.420692,0.019531,,,,,true,score<0.45,1755545266612,1755545266910,1755545267988
SCENE_A_MS,WARMUP,2025-08-18T19:28:02.090951,ed899973-c4a0-41c7-85b3-cbf38d4a48dd,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755545280881,1755545281067,1755545282090
SCENE_A_MS,FT-SCENE_A_MS-1755545282069,2025-08-18T19:28:09.219182,6b13d83d-1f04-452e-a15b-4840a8b4fa5a,T06,ft,there is a workbench with a lot of boxes on it,cardboard boxes,0.532082,boxes on floor,0.487663,0.044419,,,,,true,margin<0.08,1755545287703,1755545287999,1755545289219
SCENE_A_MS,FT-SCENE_A_MS-1755545282069,2025-08-18T19:28:16.691200,8d66fcdb-8a63-4088-97fd-f52667d91fc4,T06,ft,doorway to a building with a sign that says global disability and innovation club,atrium_entry,0.349091,open atrium,0.286554,0.062537,,,,,true,score<0.45,1755545295178,1755545295400,1755545296691
SCENE_A_MS,FT-SCENE_A_MS-1755545282069,2025-08-18T19:28:23.692563,2492f036-e028-49bb-bc47-e08300bb6c45,T06,ft,there is a book shelf with books and a bag on it,qr bookshelf,0.584033,dp_bookshelf_qr,0.508929,0.075103,,,,,true,margin<0.08,1755545302395,1755545302669,1755545303692
SCENE_A_MS,FT-SCENE_A_MS-1755545282069,2025-08-18T19:28:31.574659,281bc5a3-e9f2-4825-a302-fcf96aac5268,T06,ft,there is a table with a lot of boxes and a machine,boxes on floor,0.542331,cardboard boxes,0.525154,0.017177,,,,,true,margin<0.08,1755545310363,1755545310553,1755545311574
SCENE_B_STUDIO,WARMUP,2025-08-18T19:43:54.143804,d287c5f9-d98b-4d3b-93ba-4edb68b5691d,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755546228660,1755546228803,1755546234143
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:44:17.545894,b93e7d14-20cd-4f2f-8c87-0aaf1b06e451,T06,ft,there is a large flat screen tv sitting on a desk,tv screen,0.746847,large TV screen near entry,0.708928,0.037919,,,,,true,margin<0.08,1755546255691,1755546255983,1755546257545
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:44:27.061560,490f267c-6511-4b30-9047-bc875f76bb58,T06,ft,brightly colored chairs and tables in a large open space with a man in the background,poi_orange_sofa_chair,0.478959,chair,0.470898,0.008061,,,,,true,margin<0.08,1755546265143,1755546265298,1755546267061
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:44:35.922488,f5f01112-b4ca-467d-a509-09e8c20a049b,T06,ft,there are two computers on the desk in the office,dp_studio_entry,0.449320,display,0.256634,0.192686,,,,,true,score<0.45,1755546274759,1755546274915,1755546275922
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:44:50.695724,a19d33ba-10b4-4d5b-aad3-2117107a3d47,T06,ft,brightly colored chairs and a couch in a room with a wall,couch,0.635194,poi_orange_sofa,0.607503,0.027691,,,,,true,margin<0.08,1755546289440,1755546289623,1755546290695
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:45:01.140155,04e48813-465a-4b0f-b865-9a1912891266,T06,ft,there is a sign that says global disability innovation hub,node_mid_studio,0.161931,couch,0.141594,0.020336,,,,,true,score<0.45,1755546299725,1755546299935,1755546301140
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:45:17.459085,cd22f629-a1c2-4c55-83af-464dae037b12,T06,ft,there are two laptops on a desk in an office,dp_studio_entry,0.434754,couch,0.258262,0.176492,,,,,true,score<0.45,1755546316084,1755546316372,1755546317459
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:45:35.415466,1603b392-030d-41cd-936b-4ff7a6546ae4,T06,ft,there is a blue and yellow chair and a green chair and a black table,chair,0.591472,poi_orange_sofa_chair,0.567409,0.024063,,,,,true,margin<0.08,1755546333950,1755546334146,1755546335415
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:45:47.790318,27e65c53-2a9d-4d7c-ac8e-220a635f6cc3,T06,ft,there is a laptop and a monitor on a desk with a chair,chair,0.473866,poi_orange_sofa_chair,0.452263,0.021603,,,,,true,margin<0.08,1755546346365,1755546346554,1755546347790
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:46:06.443262,9841d7d0-6e01-48b2-9402-2c503e9c74f8,T06,ft,there is a large storage area with many files and files on it,storage shelves,0.419146,storage shelves with plastic boxes,0.258899,0.160247,,,,,true,score<0.45,1755546364328,1755546365079,1755546366443
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:46:21.230420,644cafae-910e-4b22-9680-503bcd5410c1,T06,ft,there is a table with a bunch of tools on it,low table,0.461202,storage shelves,0.339017,0.122185,,,,,false,,1755546379813,1755546379952,1755546381230
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:46:30.946194,ebab04e2-89d5-493c-b36f-d0565424d03f,T06,ft,there are three machines that are sitting on a table,low table,0.350117,chair,0.341990,0.008128,,,,,true,score<0.45,1755546389836,1755546389964,1755546390946
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:46:47.840154,d3278614-507c-4b1a-9e43-41b67272e631,T06,ft,boxes and a laptop on a table with a printer on it,plastic boxes,0.406263,storage shelves with plastic boxes,0.360131,0.046132,,,,,true,score<0.45,1755546406607,1755546406760,1755546407840
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755546234162,2025-08-18T19:47:18.191996,812d1f06-0933-4d2d-8ff2-d4a97095860b,T06,ft,there is a chair that is sitting in a room with boxes,plastic boxes,0.514120,chair,0.493451,0.020669,,,,,true,margin<0.08,1755546434264,1755546436969,1755546438191
SCENE_B_STUDIO,WARMUP,2025-08-18T20:08:41.427410,4da3bc20-c2b8-44fe-aac4-550141f4f87b,T06,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755547715702,1755547715875,1755547721427
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755547721468,2025-08-18T20:08:43.716133,125d4b55-ece8-4276-aaf1-fd323eb485e1,T06,ft,there is a large flat screen tv in a room with chairs,,0.0,,0.0,0.0,,,,,true,no_candidates,1755547722523,1755547722677,1755547723716
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755547721468,2025-08-18T20:08:48.034988,23c286eb-50d3-4e9b-b9fc-502b7b0e25a1,T06,ft,there is a large flat screen tv sitting on a desk,,0.0,,0.0,0.0,,,,,true,no_candidates,1755547726896,1755547727018,1755547728034
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755547721468,2025-08-18T20:08:55.534743,892b9633-a082-4f33-a3a5-42fc9465098c,T06,ft,there is a white table with a black chair and a television,,0.0,,0.0,0.0,,,,,true,no_candidates,1755547734281,1755547734477,1755547735534
SCENE_B_STUDIO,FT-SCENE_B_STUDIO-1755547721468,2025-08-18T20:09:02.047180,49757556-783c-4a1b-947b-abe04fd3fb82,T06,ft,"there is a room with a refrigerator, chairs, and a table",,0.0,,0.0,0.0,,,,,true,no_candidates,1755547740826,1755547740956,1755547742047
SCENE_A_MS,WARMUP,2025-08-18T21:16:03.945467,e9006932-3124-4649-91be-d5e2d171b6a7,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755551762581,1755551762922,1755551763945
SCENE_A_MS,FT-SCENE_A_MS-1755551764079,2025-08-18T21:16:14.639029,4ed41bf4-7a1c-4ac2-906e-f55a8e7a32d4,T01,ft,there is a black machine with a red light on it,,0.0,,0.0,0.0,,,,,true,no_candidates,1755551773467,1755551773702,1755551774638
SCENE_A_MS,FT-SCENE_A_MS-1755551764079,2025-08-18T21:16:21.308844,6cf9a93e-47e5-45c9-a7cf-6dc80b0dd259,T01,ft,"there is a desk with a printer, a roll of toilet paper, and a roll of toilet paper",,0.0,,0.0,0.0,,,,,true,no_candidates,1755551779786,1755551780205,1755551781308
SCENE_A_MS,WARMUP,2025-08-18T21:21:54.260779,06d0a62c-a8b0-4a20-ba32-efdefc45450d,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755552108443,1755552108696,1755552114260
SCENE_A_MS,FT-SCENE_A_MS-1755552114392,2025-08-18T21:22:01.626924,eb1d3adb-358a-4afb-9d55-5ae5d1f5d20c,T01,ft,there is a black box with a red arrow on it,,0.0,,0.0,0.0,,,,,true,no_candidates,1755552120331,1755552120586,1755552121626
SCENE_A_MS,FT-SCENE_A_MS-1755552114392,2025-08-18T21:22:09.986326,54833ead-e124-4f1d-9bd3-a88c38be3221,T01,ft,there is a black box with a red handle on a table,,0.0,,0.0,0.0,,,,,true,no_candidates,1755552128624,1755552128963,1755552129986
SCENE_A_MS,WARMUP,2025-08-18T21:32:11.630910,c2a4a508-de9c-46a2-9b2c-110b6480354c,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755552727582,1755552727787,1755552731630
SCENE_A_MS,FT-SCENE_A_MS-1755552731762,2025-08-18T21:32:18.396127,202720c3-3ada-477f-9b5f-844eb321eab3,T01,ft,there is a computer that is sitting on a table with a lot of tools,poi_3d_printer_table,0.442295,drawer wall,0.356410,0.085885,,,,,true,score<0.45,1755552735961,1755552736294,1755552738395
SCENE_A_MS,FT-SCENE_A_MS-1755552731762,2025-08-18T21:32:31.840738,30ae53d1-7a95-4408-a811-3dd1b137412b,T01,ft,there is a picture of a computer desk with a computer monitor and a printer,poi_3d_printer_table,0.477324,drawer wall,0.366857,0.110467,,,,,false,,1755552750313,1755552750673,1755552751840
SCENE_A_MS,FT-SCENE_A_MS-1755552731762,2025-08-18T21:33:15.262839,0d53bba4-2c7e-4a51-a175-9e9ec8954d2d,T01,ft,there is a room with a lot of appliances and a table,drawer wall,0.370003,poi_component_drawer_wall,0.349342,0.020661,,,,,true,score<0.45,1755552793615,1755552793994,1755552795262
SCENE_A_MS,FT-SCENE_A_MS-1755552731762,2025-08-18T21:33:29.794330,81a73fac-b468-416d-8ef4-6e9364065ef1,T01,ft,there is a desk with a computer and a printer on it,poi_3d_printer_table,0.499818,drawer wall,0.371310,0.128509,,,,,false,,1755552808302,1755552808632,1755552809794
SCENE_A_MS,WARMUP,2025-08-18T21:51:34.880243,196452ee-3cb4-4261-ae9c-4d8e4216f032,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755553888806,1755553889141,1755553894880
SCENE_A_MS,FT-SCENE_A_MS-1755553894942,2025-08-18T21:51:43.040589,16762d10-d2bd-44aa-9c1f-f8a2af4b46aa,T01,ft,there is a small table with a chair and a chair in the room,poi_3d_printer_table,0.345979,drawer wall,0.334451,0.011528,,,,,true,score<0.45,1755553901059,1755553901412,1755553903040
SCENE_A_MS,FT-SCENE_A_MS-1755553894942,2025-08-18T21:51:51.404391,c74d5df1-42d2-4b7f-a33b-618050de195a,T01,ft,there is a man sitting at a desk with a laptop,poi_component_drawer_wall,0.195826,drawer wall,0.179384,0.016442,,,,,true,score<0.45,1755553909888,1755553910315,1755553911404
SCENE_A_MS,FT-SCENE_A_MS-1755553894942,2025-08-18T21:51:58.776896,6086d532-32e1-4a45-a603-fd4af6b8c1f6,T01,ft,"there is a room with a desk, microwave, and other appliances",component drawer wall on your right,0.359662,drawer wall,0.349208,0.010455,,,,,true,score<0.45,1755553917198,1755553917655,1755553918776
SCENE_A_MS,FT-SCENE_A_MS-1755553894942,2025-08-18T21:52:08.047387,bf6c8c1a-d25e-4a72-ae57-210ec4df89a1,T01,ft,there is a desk with a chair and a computer on it,drawer wall,0.351488,poi_component_drawer_wall,0.336828,0.014659,,,,,true,score<0.45,1755553926396,1755553926974,1755553928047
SCENE_A_MS,WARMUP,2025-08-18T22:15:08.552910,1330b186-a64e-4f7e-971f-be6e2cc3758f,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755555302593,1755555302962,1755555308552
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:15:14.721943,d411c713-dea1-4f04-8885-229047cfeaaf,T01,ft,there is a small table with a printer on it in a room,poi_3d_printer_table,0.628807,drawer wall,0.402305,0.226502,,,,,false,,1755555312801,1755555313013,1755555314721
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:15:23.087740,10fc5a0c-d00f-4236-8fca-dd7533c87dc1,T01,ft,there is a room with a lot of electronics on the desk,drawer wall,0.434567,poi_component_drawer_wall,0.428871,0.005696,,,,,true,score<0.45,1755555321694,1755555321897,1755555323087
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:15:32.801761,c6fc3f90-c06a-4e01-be06-cff1f9c16c5c,T01,ft,there is a desk with a computer and a chair in a room,drawer wall,0.367299,poi_component_drawer_wall,0.350779,0.016520,,,,,true,score<0.45,1755555331340,1755555331684,1755555332801
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:15:46.705710,2aca2fa5-8533-4ab0-9bb9-7a06d9d4bd79,T01,ft,there is a room with a lot of desks and a microwave,drawer wall,0.367367,component drawer wall on your right,0.344118,0.023249,,,,,true,score<0.45,1755555345253,1755555345587,1755555346705
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:16:08.547619,60400812-c142-4c4d-8a0b-dba345c4392e,T01,ft,there is a desk with a bunch of boxes on it,cardboard boxes,0.635872,boxes on floor,0.635453,0.000419,,,,,true,margin<0.08,1755555366823,1755555366998,1755555368547
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:16:26.941430,eb57ba68-e454-4214-886c-dbb141d9fad4,T01,ft,there are many different appliances on the counter in this kitchen,poi_component_drawer_wall,0.295011,component drawer wall on your right,0.275568,0.019444,,,,,true,score<0.45,1755555385191,1755555385414,1755555386941
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:18:09.004412,925f3acd-1d09-4a46-85a1-f894149d46b4,T01,ft,there is a book shelf with books on it in a room,qr bookshelf,0.585493,dp_bookshelf_qr,0.499955,0.085538,,,,,false,,1755555486673,1755555486956,1755555489004
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:18:30.715895,9bcd8525-4fa9-4eec-b6f5-18762d0b1649,T01,ft,there is a room with a shelf with many items on it,drawer wall,0.490259,poi_component_drawer_wall,0.434397,0.055862,,,,,true,margin<0.08,1755555508343,1755555508492,1755555510715
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:18:48.035096,efdbc360-4da4-42e7-ae6e-4f2ce80656f0,T01,ft,there is a room with a desk and a shelf with many items,drawer wall,0.517323,poi_component_drawer_wall,0.460858,0.056465,,,,,true,margin<0.08,1755555525938,1755555526199,1755555528034
SCENE_A_MS,FT-SCENE_A_MS-1755555308603,2025-08-18T22:19:13.950474,9584d771-31bf-4405-8c81-a48b649f4ecd,T01,ft,there are two machines on a table with a lot of stuff on it,poi_3d_printer_table,0.464079,boxes on floor,0.355270,0.108809,,,,,false,,1755555552072,1755555552262,1755555553950
SCENE_A_MS,WARMUP,2025-08-18T22:25:03.155084,4685631a-ed26-49b5-9653-7c1461c8852c,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755555897303,1755555897633,1755555903155
SCENE_A_MS,FT-SCENE_A_MS-1755555903284,2025-08-18T22:25:06.403864,9a977241-3cbf-4937-9dca-472bbcbc86cd,T01,ft,there is a kitchen with a counter and a microwave and a refrigerator,qr bookshelf,0.274508,drawer wall,0.259304,0.015205,,,,,true,score<0.45,1755555904921,1755555905267,1755555906403
SCENE_A_MS,FT-SCENE_A_MS-1755555903284,2025-08-18T22:25:22.698865,4029ac29-7c19-41dd-93e2-9b9e5970be39,T01,ft,there are many different machines on the counter in this kitchen,boxes on floor,0.272880,drawer wall,0.233889,0.038991,,,,,true,score<0.45,1755555921275,1755555921612,1755555922698
SCENE_A_MS,FT-SCENE_A_MS-1755555903284,2025-08-18T22:25:34.344647,c4bdf087-34da-46d9-9a58-a1b7dfd3c2fe,T01,ft,there are two computers on a table with a lot of stuff on it,poi_3d_printer_table,0.419242,drawer wall,0.353973,0.065269,,,,,true,score<0.45,1755555932915,1755555933131,1755555934344
SCENE_A_MS,FT-SCENE_A_MS-1755555903284,2025-08-18T22:26:01.269676,ae556690-2a1f-4004-a91b-60a3dce1bb79,T01,ft,there is a book shelf with books on it in a room,qr bookshelf,0.585493,dp_bookshelf_qr,0.499955,0.085538,,,,,false,,1755555959083,1755555959330,1755555961269
SCENE_A_MS,FT-SCENE_A_MS-1755555903284,2025-08-18T22:26:23.085135,4159b088-1f3c-425a-9d79-d6bdb98b9bfa,T01,ft,there is a chair that is sitting in a room with boxes,boxes on floor,0.602007,cardboard boxes,0.550182,0.051825,,,,,true,margin<0.08,1755555979853,1755555980132,1755555983084
SCENE_A_MS,WARMUP,2025-08-18T22:46:22.378681,06ba299f-4890-417a-9821-06c0671f5aa4,T01,ft,warmup,First photo - preset output,,,,,,,,,,,,,,1755557176576,1755557176934,1755557182378
SCENE_A_MS,FT-SCENE_A_MS-1755557182525,2025-08-18T22:46:30.237715,ef4f16e1-11a0-4431-9c57-daba65927f66,T01,ft,there is a desk with a printer and a printer on it,poi_3d_printer_table,0.570417,drawer wall,0.373315,0.197102,,,,,false,,1755557187573,1755557187769,1755557190237
SCENE_A_MS,FT-SCENE_A_MS-1755557182525,2025-08-18T22:46:42.931976,be6d47a1-28b8-4cc8-be29-e86b9c599390,T01,ft,there are many computers and a printer on a desk,poi_3d_printer_table,0.514349,drawer wall,0.324181,0.190168,,,,,false,,1755557201538,1755557201688,1755557202931
SCENE_A_MS,FT-SCENE_A_MS-1755557182525,2025-08-18T22:47:04.834011,84bbb6e1-7a8e-4667-9d79-3d9f1c8e8a72,T01,ft,there is a chair in a room with boxes and a desk,boxes on floor,0.597984,cardboard boxes,0.548146,0.049838,,,,,true,margin<0.08,1755557223390,1755557223582,1755557224833
SCENE_A_MS,FT-SCENE_A_MS-1755557182525,2025-08-18T22:47:19.352503,b9c70b39-731f-42ee-98ca-91a4643a0cd9,T01,ft,there is a desk with a laptop and a printer on it,poi_3d_printer_table,0.465689,drawer wall,0.367223,0.098466,,,,,false,,1755557237223,1755557237447,1755557239352
